instrument_key,venue,instrument_type,symbol,venue_type,tardis_exchange,data_provider,asset_class,available_from_datetime,available_to_datetime,data_types,base_asset,quote_asset,settle_asset,exchange_raw_symbol,tardis_symbol,inverse,strike,option_type,expiry,contract_size,tick_size,underlying,min_size,ccxt_symbol,ccxt_exchange,base_asset_contract_address,quote_asset_contract_address,pool_address,pool_fee_tier
DERIBIT:OPTION:ETH-USD-230929-3500-PUT,DERIBIT,OPTION,ETH-USD-230929-3500-PUT,exchange,deribit,tardis,crypto,2022-09-29T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-3500-P,eth-29sep23-3500-p,True,3500,PUT,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-1800-PUT,DERIBIT,OPTION,ETH-USD-230929-1800-PUT,exchange,deribit,tardis,crypto,2022-09-29T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-1800-P,eth-29sep23-1800-p,True,1800,PUT,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-700-CALL,DERIBIT,OPTION,ETH-USD-230929-700-CALL,exchange,deribit,tardis,crypto,2022-09-29T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-700-C,eth-29sep23-700-c,True,700,CALL,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-2000-PUT,DERIBIT,OPTION,ETH-USD-230929-2000-PUT,exchange,deribit,tardis,crypto,2022-09-29T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-2000-P,eth-29sep23-2000-p,True,2000,PUT,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-1400-PUT,DERIBIT,OPTION,ETH-USD-230929-1400-PUT,exchange,deribit,tardis,crypto,2022-09-29T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-1400-P,eth-29sep23-1400-p,True,1400,PUT,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-900-CALL,DERIBIT,OPTION,ETH-USD-230929-900-CALL,exchange,deribit,tardis,crypto,2022-09-29T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-900-C,eth-29sep23-900-c,True,900,CALL,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-4000-PUT,DERIBIT,OPTION,ETH-USD-230929-4000-PUT,exchange,deribit,tardis,crypto,2022-09-29T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-4000-P,eth-29sep23-4000-p,True,4000,PUT,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-1000-CALL,DERIBIT,OPTION,ETH-USD-230929-1000-CALL,exchange,deribit,tardis,crypto,2022-09-29T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-1000-C,eth-29sep23-1000-c,True,1000,CALL,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-200-PUT,DERIBIT,OPTION,ETH-USD-230929-200-PUT,exchange,deribit,tardis,crypto,2022-09-29T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-200-P,eth-29sep23-200-p,True,200,PUT,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-1200-CALL,DERIBIT,OPTION,ETH-USD-230929-1200-CALL,exchange,deribit,tardis,crypto,2022-09-29T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-1200-C,eth-29sep23-1200-c,True,1200,CALL,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-2500-PUT,DERIBIT,OPTION,ETH-USD-230929-2500-PUT,exchange,deribit,tardis,crypto,2022-09-29T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-2500-P,eth-29sep23-2500-p,True,2500,PUT,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-1500-CALL,DERIBIT,OPTION,ETH-USD-230929-1500-CALL,exchange,deribit,tardis,crypto,2022-09-29T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-1500-C,eth-29sep23-1500-c,True,1500,CALL,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-1300-CALL,DERIBIT,OPTION,ETH-USD-230929-1300-CALL,exchange,deribit,tardis,crypto,2022-09-29T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-1300-C,eth-29sep23-1300-c,True,1300,CALL,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-1100-CALL,DERIBIT,OPTION,ETH-USD-230929-1100-CALL,exchange,deribit,tardis,crypto,2022-09-29T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-1100-C,eth-29sep23-1100-c,True,1100,CALL,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-4500-PUT,DERIBIT,OPTION,ETH-USD-230929-4500-PUT,exchange,deribit,tardis,crypto,2022-09-29T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-4500-P,eth-29sep23-4500-p,True,4500,PUT,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-5000-PUT,DERIBIT,OPTION,ETH-USD-230929-5000-PUT,exchange,deribit,tardis,crypto,2022-10-25T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-5000-P,eth-29sep23-5000-p,True,5000,PUT,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-5000-CALL,DERIBIT,OPTION,ETH-USD-230929-5000-CALL,exchange,deribit,tardis,crypto,2022-10-25T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-5000-C,eth-29sep23-5000-c,True,5000,CALL,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-1700-CALL,DERIBIT,OPTION,ETH-USD-230929-1700-CALL,exchange,deribit,tardis,crypto,2022-10-25T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-1700-C,eth-29sep23-1700-c,True,1700,CALL,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-1700-PUT,DERIBIT,OPTION,ETH-USD-230929-1700-PUT,exchange,deribit,tardis,crypto,2022-10-25T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-1700-P,eth-29sep23-1700-p,True,1700,PUT,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-5500-CALL,DERIBIT,OPTION,ETH-USD-230929-5500-CALL,exchange,deribit,tardis,crypto,2022-10-26T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-5500-C,eth-29sep23-5500-c,True,5500,CALL,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-2200-CALL,DERIBIT,OPTION,ETH-USD-230929-2200-CALL,exchange,deribit,tardis,crypto,2022-10-29T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-2200-C,eth-29sep23-2200-c,True,2200,CALL,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-2200-PUT,DERIBIT,OPTION,ETH-USD-230929-2200-PUT,exchange,deribit,tardis,crypto,2022-10-29T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-2200-P,eth-29sep23-2200-p,True,2200,PUT,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-1900-CALL,DERIBIT,OPTION,ETH-USD-230929-1900-CALL,exchange,deribit,tardis,crypto,2022-10-29T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-1900-C,eth-29sep23-1900-c,True,1900,CALL,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-1900-PUT,DERIBIT,OPTION,ETH-USD-230929-1900-PUT,exchange,deribit,tardis,crypto,2022-10-29T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-1900-P,eth-29sep23-1900-p,True,1900,PUT,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-5500-PUT,DERIBIT,OPTION,ETH-USD-230929-5500-PUT,exchange,deribit,tardis,crypto,2022-11-04T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-5500-P,eth-29sep23-5500-p,True,5500,PUT,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-500-CALL,DERIBIT,OPTION,ETH-USD-230929-500-CALL,exchange,deribit,tardis,crypto,2022-11-09T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-500-C,eth-29sep23-500-c,True,500,CALL,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-400-CALL,DERIBIT,OPTION,ETH-USD-230929-400-CALL,exchange,deribit,tardis,crypto,2022-12-20T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-400-C,eth-29sep23-400-c,True,400,CALL,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-200-CALL,DERIBIT,OPTION,ETH-USD-230929-200-CALL,exchange,deribit,tardis,crypto,2022-12-20T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-200-C,eth-29sep23-200-c,True,200,CALL,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-2100-CALL,DERIBIT,OPTION,ETH-USD-230929-2100-CALL,exchange,deribit,tardis,crypto,2023-04-04T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-2100-C,eth-29sep23-2100-c,True,2100,CALL,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-2100-PUT,DERIBIT,OPTION,ETH-USD-230929-2100-PUT,exchange,deribit,tardis,crypto,2023-04-04T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-2100-P,eth-29sep23-2100-p,True,2100,PUT,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-2400-CALL,DERIBIT,OPTION,ETH-USD-230929-2400-CALL,exchange,deribit,tardis,crypto,2023-04-05T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-2400-C,eth-29sep23-2400-c,True,2400,CALL,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-2400-PUT,DERIBIT,OPTION,ETH-USD-230929-2400-PUT,exchange,deribit,tardis,crypto,2023-04-05T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-2400-P,eth-29sep23-2400-p,True,2400,PUT,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-2300-CALL,DERIBIT,OPTION,ETH-USD-230929-2300-CALL,exchange,deribit,tardis,crypto,2023-04-14T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-2300-C,eth-29sep23-2300-c,True,2300,CALL,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-2600-CALL,DERIBIT,OPTION,ETH-USD-230929-2600-CALL,exchange,deribit,tardis,crypto,2023-04-14T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-2600-C,eth-29sep23-2600-c,True,2600,CALL,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-2300-PUT,DERIBIT,OPTION,ETH-USD-230929-2300-PUT,exchange,deribit,tardis,crypto,2023-04-14T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-2300-P,eth-29sep23-2300-p,True,2300,PUT,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-2600-PUT,DERIBIT,OPTION,ETH-USD-230929-2600-PUT,exchange,deribit,tardis,crypto,2023-04-14T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-2600-P,eth-29sep23-2600-p,True,2600,PUT,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-600-CALL,DERIBIT,OPTION,ETH-USD-230929-600-CALL,exchange,deribit,tardis,crypto,2022-09-29T00:00:00.000Z,2023-09-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-600-C,eth-29sep23-600-c,True,600,CALL,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-800-CALL,DERIBIT,OPTION,ETH-USD-230929-800-CALL,exchange,deribit,tardis,crypto,2022-09-29T00:00:00.000Z,2023-09-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-800-C,eth-29sep23-800-c,True,800,CALL,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230929-300-CALL,DERIBIT,OPTION,ETH-USD-230929-300-CALL,exchange,deribit,tardis,crypto,2022-12-20T00:00:00.000Z,2023-09-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23-300-C,eth-29sep23-300-c,True,300,CALL,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-2700-CALL,DERIBIT,OPTION,ETH-USD-230728-2700-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-2700-C,eth-28jul23-2700-c,True,2700,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-900-PUT,DERIBIT,OPTION,ETH-USD-230728-900-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-900-P,eth-28jul23-900-p,True,900,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-800-PUT,DERIBIT,OPTION,ETH-USD-230728-800-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-800-P,eth-28jul23-800-p,True,800,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-1000-PUT,DERIBIT,OPTION,ETH-USD-230728-1000-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-1000-P,eth-28jul23-1000-p,True,1000,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-2600-CALL,DERIBIT,OPTION,ETH-USD-230728-2600-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-2600-C,eth-28jul23-2600-c,True,2600,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-2800-CALL,DERIBIT,OPTION,ETH-USD-230728-2800-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-2800-C,eth-28jul23-2800-c,True,2800,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-2900-CALL,DERIBIT,OPTION,ETH-USD-230728-2900-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-2900-C,eth-28jul23-2900-c,True,2900,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-3400-CALL,DERIBIT,OPTION,ETH-USD-230728-3400-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-3400-C,eth-28jul23-3400-c,True,3400,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-3600-CALL,DERIBIT,OPTION,ETH-USD-230728-3600-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-3600-C,eth-28jul23-3600-c,True,3600,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-1500-PUT,DERIBIT,OPTION,ETH-USD-230728-1500-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-1500-P,eth-28jul23-1500-p,True,1500,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-2200-CALL,DERIBIT,OPTION,ETH-USD-230728-2200-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-2200-C,eth-28jul23-2200-c,True,2200,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-1800-PUT,DERIBIT,OPTION,ETH-USD-230728-1800-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-1800-P,eth-28jul23-1800-p,True,1800,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-3000-CALL,DERIBIT,OPTION,ETH-USD-230728-3000-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-3000-C,eth-28jul23-3000-c,True,3000,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-2300-CALL,DERIBIT,OPTION,ETH-USD-230728-2300-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-2300-C,eth-28jul23-2300-c,True,2300,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-2400-CALL,DERIBIT,OPTION,ETH-USD-230728-2400-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-2400-C,eth-28jul23-2400-c,True,2400,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-2500-CALL,DERIBIT,OPTION,ETH-USD-230728-2500-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-2500-C,eth-28jul23-2500-c,True,2500,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-1400-PUT,DERIBIT,OPTION,ETH-USD-230728-1400-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-1400-P,eth-28jul23-1400-p,True,1400,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-1900-PUT,DERIBIT,OPTION,ETH-USD-230728-1900-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-1900-P,eth-28jul23-1900-p,True,1900,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-1200-PUT,DERIBIT,OPTION,ETH-USD-230728-1200-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-1200-P,eth-28jul23-1200-p,True,1200,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-1100-PUT,DERIBIT,OPTION,ETH-USD-230728-1100-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-1100-P,eth-28jul23-1100-p,True,1100,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-1600-PUT,DERIBIT,OPTION,ETH-USD-230728-1600-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-1600-P,eth-28jul23-1600-p,True,1600,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-2000-CALL,DERIBIT,OPTION,ETH-USD-230728-2000-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-2000-C,eth-28jul23-2000-c,True,2000,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-3200-CALL,DERIBIT,OPTION,ETH-USD-230728-3200-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-3200-C,eth-28jul23-3200-c,True,3200,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-3800-CALL,DERIBIT,OPTION,ETH-USD-230728-3800-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-3800-C,eth-28jul23-3800-c,True,3800,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-4000-CALL,DERIBIT,OPTION,ETH-USD-230728-4000-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-4000-C,eth-28jul23-4000-c,True,4000,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-4200-CALL,DERIBIT,OPTION,ETH-USD-230728-4200-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-4200-C,eth-28jul23-4200-c,True,4200,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-600-PUT,DERIBIT,OPTION,ETH-USD-230728-600-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-600-P,eth-28jul23-600-p,True,600,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-2000-PUT,DERIBIT,OPTION,ETH-USD-230728-2000-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-2000-P,eth-28jul23-2000-p,True,2000,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-1900-CALL,DERIBIT,OPTION,ETH-USD-230728-1900-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-1900-C,eth-28jul23-1900-c,True,1900,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-1700-PUT,DERIBIT,OPTION,ETH-USD-230728-1700-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-1700-P,eth-28jul23-1700-p,True,1700,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-2100-CALL,DERIBIT,OPTION,ETH-USD-230728-2100-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-2100-C,eth-28jul23-2100-c,True,2100,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-1300-PUT,DERIBIT,OPTION,ETH-USD-230728-1300-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-1300-P,eth-28jul23-1300-p,True,1300,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-2700-PUT,DERIBIT,OPTION,ETH-USD-230728-2700-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-2700-P,eth-28jul23-2700-p,True,2700,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
