instrument_key,venue,instrument_type,symbol,venue_type,tardis_exchange,data_provider,asset_class,available_from_datetime,available_to_datetime,data_types,base_asset,quote_asset,settle_asset,exchange_raw_symbol,tardis_symbol,inverse,strike,option_type,expiry,contract_size,tick_size,underlying,min_size,ccxt_symbol,ccxt_exchange,base_asset_contract_address,quote_asset_contract_address,pool_address,pool_fee_tier
DERIBIT:OPTION:ETH-USD-230728-2600-PUT,DERIBIT,OPTION,ETH-USD-230728-2600-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-2600-P,eth-28jul23-2600-p,True,2600,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-1100-CALL,DERIBIT,OPTION,ETH-USD-230728-1100-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-1100-C,eth-28jul23-1100-c,True,1100,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-900-CALL,DERIBIT,OPTION,ETH-USD-230728-900-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-900-C,eth-28jul23-900-c,True,900,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-1500-CALL,DERIBIT,OPTION,ETH-USD-230728-1500-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-1500-C,eth-28jul23-1500-c,True,1500,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-3200-PUT,DERIBIT,OPTION,ETH-USD-230728-3200-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-3200-P,eth-28jul23-3200-p,True,3200,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-2500-PUT,DERIBIT,OPTION,ETH-USD-230728-2500-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-2500-P,eth-28jul23-2500-p,True,2500,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-2900-PUT,DERIBIT,OPTION,ETH-USD-230728-2900-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-2900-P,eth-28jul23-2900-p,True,2900,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-2400-PUT,DERIBIT,OPTION,ETH-USD-230728-2400-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-2400-P,eth-28jul23-2400-p,True,2400,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-2800-PUT,DERIBIT,OPTION,ETH-USD-230728-2800-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-2800-P,eth-28jul23-2800-p,True,2800,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-1400-CALL,DERIBIT,OPTION,ETH-USD-230728-1400-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-1400-C,eth-28jul23-1400-c,True,1400,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-2300-PUT,DERIBIT,OPTION,ETH-USD-230728-2300-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-2300-P,eth-28jul23-2300-p,True,2300,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-2200-PUT,DERIBIT,OPTION,ETH-USD-230728-2200-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-2200-P,eth-28jul23-2200-p,True,2200,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-600-CALL,DERIBIT,OPTION,ETH-USD-230728-600-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-600-C,eth-28jul23-600-c,True,600,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-1600-CALL,DERIBIT,OPTION,ETH-USD-230728-1600-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-1600-C,eth-28jul23-1600-c,True,1600,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-1000-CALL,DERIBIT,OPTION,ETH-USD-230728-1000-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-1000-C,eth-28jul23-1000-c,True,1000,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-1300-CALL,DERIBIT,OPTION,ETH-USD-230728-1300-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-1300-C,eth-28jul23-1300-c,True,1300,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-800-CALL,DERIBIT,OPTION,ETH-USD-230728-800-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-800-C,eth-28jul23-800-c,True,800,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-3000-PUT,DERIBIT,OPTION,ETH-USD-230728-3000-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-3000-P,eth-28jul23-3000-p,True,3000,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-2100-PUT,DERIBIT,OPTION,ETH-USD-230728-2100-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-2100-P,eth-28jul23-2100-p,True,2100,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-1700-CALL,DERIBIT,OPTION,ETH-USD-230728-1700-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-1700-C,eth-28jul23-1700-c,True,1700,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-1800-CALL,DERIBIT,OPTION,ETH-USD-230728-1800-CALL,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-1800-C,eth-28jul23-1800-c,True,1800,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-3400-PUT,DERIBIT,OPTION,ETH-USD-230728-3400-PUT,exchange,deribit,tardis,crypto,2023-04-27T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-3400-P,eth-28jul23-3400-p,True,3400,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-1200-CALL,DERIBIT,OPTION,ETH-USD-230728-1200-CALL,exchange,deribit,tardis,crypto,2023-04-28T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-1200-C,eth-28jul23-1200-c,True,1200,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-3100-CALL,DERIBIT,OPTION,ETH-USD-230728-3100-CALL,exchange,deribit,tardis,crypto,2023-05-05T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-3100-C,eth-28jul23-3100-c,True,3100,CALL,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230728-3100-PUT,DERIBIT,OPTION,ETH-USD-230728-3100-PUT,exchange,deribit,tardis,crypto,2023-05-08T00:00:00.000Z,2023-07-29T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-28JUL23-3100-P,eth-28jul23-3100-p,True,3100,PUT,2023-07-28T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-3000-CALL,DERIBIT,OPTION,ETH-USD-230630-3000-CALL,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-3000-C,eth-30jun23-3000-c,True,3000,CALL,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-200-PUT,DERIBIT,OPTION,ETH-USD-230630-200-PUT,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-200-P,eth-30jun23-200-p,True,200,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-1000-PUT,DERIBIT,OPTION,ETH-USD-230630-1000-PUT,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-1000-P,eth-30jun23-1000-p,True,1000,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-1200-PUT,DERIBIT,OPTION,ETH-USD-230630-1200-PUT,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-1200-P,eth-30jun23-1200-p,True,1200,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-1300-PUT,DERIBIT,OPTION,ETH-USD-230630-1300-PUT,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-1300-P,eth-30jun23-1300-p,True,1300,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-1100-PUT,DERIBIT,OPTION,ETH-USD-230630-1100-PUT,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-1100-P,eth-30jun23-1100-p,True,1100,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-3500-CALL,DERIBIT,OPTION,ETH-USD-230630-3500-CALL,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-3500-C,eth-30jun23-3500-c,True,3500,CALL,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-900-PUT,DERIBIT,OPTION,ETH-USD-230630-900-PUT,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-900-P,eth-30jun23-900-p,True,900,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-800-PUT,DERIBIT,OPTION,ETH-USD-230630-800-PUT,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-800-P,eth-30jun23-800-p,True,800,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-2500-CALL,DERIBIT,OPTION,ETH-USD-230630-2500-CALL,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-2500-C,eth-30jun23-2500-c,True,2500,CALL,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-500-PUT,DERIBIT,OPTION,ETH-USD-230630-500-PUT,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-500-P,eth-30jun23-500-p,True,500,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-600-PUT,DERIBIT,OPTION,ETH-USD-230630-600-PUT,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-600-P,eth-30jun23-600-p,True,600,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-300-PUT,DERIBIT,OPTION,ETH-USD-230630-300-PUT,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-300-P,eth-30jun23-300-p,True,300,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-400-PUT,DERIBIT,OPTION,ETH-USD-230630-400-PUT,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-400-P,eth-30jun23-400-p,True,400,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-2000-CALL,DERIBIT,OPTION,ETH-USD-230630-2000-CALL,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-2000-C,eth-30jun23-2000-c,True,2000,CALL,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-700-PUT,DERIBIT,OPTION,ETH-USD-230630-700-PUT,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-700-P,eth-30jun23-700-p,True,700,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-3500-PUT,DERIBIT,OPTION,ETH-USD-230630-3500-PUT,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-3500-P,eth-30jun23-3500-p,True,3500,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-600-CALL,DERIBIT,OPTION,ETH-USD-230630-600-CALL,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-600-C,eth-30jun23-600-c,True,600,CALL,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-1200-CALL,DERIBIT,OPTION,ETH-USD-230630-1200-CALL,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-1200-C,eth-30jun23-1200-c,True,1200,CALL,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-1000-CALL,DERIBIT,OPTION,ETH-USD-230630-1000-CALL,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-1000-C,eth-30jun23-1000-c,True,1000,CALL,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-800-CALL,DERIBIT,OPTION,ETH-USD-230630-800-CALL,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-800-C,eth-30jun23-800-c,True,800,CALL,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-2000-PUT,DERIBIT,OPTION,ETH-USD-230630-2000-PUT,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-2000-P,eth-30jun23-2000-p,True,2000,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-1400-PUT,DERIBIT,OPTION,ETH-USD-230630-1400-PUT,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-1400-P,eth-30jun23-1400-p,True,1400,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-1300-CALL,DERIBIT,OPTION,ETH-USD-230630-1300-CALL,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-1300-C,eth-30jun23-1300-c,True,1300,CALL,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-100-PUT,DERIBIT,OPTION,ETH-USD-230630-100-PUT,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-100-P,eth-30jun23-100-p,True,100,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-1400-CALL,DERIBIT,OPTION,ETH-USD-230630-1400-CALL,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-1400-C,eth-30jun23-1400-c,True,1400,CALL,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-1100-CALL,DERIBIT,OPTION,ETH-USD-230630-1100-CALL,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-1100-C,eth-30jun23-1100-c,True,1100,CALL,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-2500-PUT,DERIBIT,OPTION,ETH-USD-230630-2500-PUT,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-2500-P,eth-30jun23-2500-p,True,2500,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-3000-PUT,DERIBIT,OPTION,ETH-USD-230630-3000-PUT,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-3000-P,eth-30jun23-3000-p,True,3000,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-4000-CALL,DERIBIT,OPTION,ETH-USD-230630-4000-CALL,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-4000-C,eth-30jun23-4000-c,True,4000,CALL,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-4000-PUT,DERIBIT,OPTION,ETH-USD-230630-4000-PUT,exchange,deribit,tardis,crypto,2022-06-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-4000-P,eth-30jun23-4000-p,True,4000,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-1600-CALL,DERIBIT,OPTION,ETH-USD-230630-1600-CALL,exchange,deribit,tardis,crypto,2022-06-24T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-1600-C,eth-30jun23-1600-c,True,1600,CALL,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-1600-PUT,DERIBIT,OPTION,ETH-USD-230630-1600-PUT,exchange,deribit,tardis,crypto,2022-06-24T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-1600-P,eth-30jun23-1600-p,True,1600,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-4500-CALL,DERIBIT,OPTION,ETH-USD-230630-4500-CALL,exchange,deribit,tardis,crypto,2022-06-24T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-4500-C,eth-30jun23-4500-c,True,4500,CALL,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-4500-PUT,DERIBIT,OPTION,ETH-USD-230630-4500-PUT,exchange,deribit,tardis,crypto,2022-06-24T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-4500-P,eth-30jun23-4500-p,True,4500,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-1500-PUT,DERIBIT,OPTION,ETH-USD-230630-1500-PUT,exchange,deribit,tardis,crypto,2022-06-30T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-1500-P,eth-30jun23-1500-p,True,1500,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-1500-CALL,DERIBIT,OPTION,ETH-USD-230630-1500-CALL,exchange,deribit,tardis,crypto,2022-06-30T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-1500-C,eth-30jun23-1500-c,True,1500,CALL,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-1800-CALL,DERIBIT,OPTION,ETH-USD-230630-1800-CALL,exchange,deribit,tardis,crypto,2022-07-16T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-1800-C,eth-30jun23-1800-c,True,1800,CALL,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-1800-PUT,DERIBIT,OPTION,ETH-USD-230630-1800-PUT,exchange,deribit,tardis,crypto,2022-07-16T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-1800-P,eth-30jun23-1800-p,True,1800,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-5000-CALL,DERIBIT,OPTION,ETH-USD-230630-5000-CALL,exchange,deribit,tardis,crypto,2022-07-18T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-5000-C,eth-30jun23-5000-c,True,5000,CALL,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-1700-PUT,DERIBIT,OPTION,ETH-USD-230630-1700-PUT,exchange,deribit,tardis,crypto,2022-07-18T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-1700-P,eth-30jun23-1700-p,True,1700,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-1700-CALL,DERIBIT,OPTION,ETH-USD-230630-1700-CALL,exchange,deribit,tardis,crypto,2022-07-18T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-1700-C,eth-30jun23-1700-c,True,1700,CALL,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-5500-CALL,DERIBIT,OPTION,ETH-USD-230630-5500-CALL,exchange,deribit,tardis,crypto,2022-07-18T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-5500-C,eth-30jun23-5500-c,True,5500,CALL,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-2200-PUT,DERIBIT,OPTION,ETH-USD-230630-2200-PUT,exchange,deribit,tardis,crypto,2022-07-20T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-2200-P,eth-30jun23-2200-p,True,2200,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-2200-CALL,DERIBIT,OPTION,ETH-USD-230630-2200-CALL,exchange,deribit,tardis,crypto,2022-07-20T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-2200-C,eth-30jun23-2200-c,True,2200,CALL,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-1900-PUT,DERIBIT,OPTION,ETH-USD-230630-1900-PUT,exchange,deribit,tardis,crypto,2022-07-20T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-1900-P,eth-30jun23-1900-p,True,1900,PUT,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:ETH-USD-230630-1900-CALL,DERIBIT,OPTION,ETH-USD-230630-1900-CALL,exchange,deribit,tardis,crypto,2022-07-20T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23-1900-C,eth-30jun23-1900-c,True,1900,CALL,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
